image_path,source,dish,label,all_labels,n_labels,group,split
MedGR Dataset/DatasetForAIDev/chicken in red sauce/image_9.npy,medgr,chicken in red sauce,chicken in red sauce,chicken in red sauce,1,medgr/chicken in red sauce/bucket_0,val
MedGR Dataset/DatasetForAIDev/chicken in red sauce/image_10.npy,medgr,chicken in red sauce,chicken in red sauce,chicken in red sauce,1,medgr/chicken in red sauce/bucket_1,train
MedGR Dataset/DatasetForAIDev/chicken in red sauce/image_11.npy,medgr,chicken in red sauce,chicken in red sauce,chicken in red sauce,1,medgr/chicken in red sauce/bucket_1,train
MedGR Dataset/DatasetForAIDev/chicken in red sauce/image_12.npy,medgr,chicken in red sauce,chicken in red sauce,chicken in red sauce,1,medgr/chicken in red sauce/bucket_1,train
MedGR Dataset/DatasetForAIDev/chicken in red sauce/image_13.npy,medgr,chicken in red sauce,chicken in red sauce,chicken in red sauce,1,medgr/chicken in red sauce/bucket_1,train
MedGR Dataset/DatasetForAIDev/chicken in red sauce/image_14.npy,medgr,chicken in red sauce,chicken in red sauce,chicken in red sauce,1,medgr/chicken in red sauce/bucket_1,train
MedGR Dataset/DatasetForAIDev/chicken in red sauce/image_15.npy,medgr,chicken in red sauce,chicken in red sauce,chicken in red sauce,1,medgr/chicken in red sauce/bucket_1,train
MedGR Dataset/DatasetForAIDev/chicken in red sauce/image_16.npy,medgr,chicken in red sauce,chicken in red sauce,chicken in red sauce,1,medgr/chicken in red sauce/bucket_1,train
MedGR Dataset/DatasetForAIDev/chicken in red sauce/image_17.npy,medgr,chicken in red sauce,chicken in red sauce,chicken in red sauce,1,medgr/chicken in red sauce/bucket_1,train
MedGR Dataset/DatasetForAIDev/chicken in red sauce/image_18.npy,medgr,chicken in red sauce,chicken in red sauce,chicken in red sauce,1,medgr/chicken in red sauce/bucket_1,train
MedGR Dataset/DatasetForAIDev/chicken in red sauce/image_19.npy,medgr,chicken in red sauce,chicken in red sauce,chicken in red sauce,1,medgr/chicken in red sauce/bucket_1,train
MedGR Dataset/DatasetForAIDev/chicken in red sauce/image_20.npy,medgr,chicken in red sauce,chicken in red sauce,chicken in red sauce,1,medgr/chicken in red sauce/bucket_2,test
MedGR Dataset/DatasetForAIDev/chicken in red sauce/image_21.npy,medgr,chicken in red sauce,chicken in red sauce,chicken in red sauce,1,medgr/chicken in red sauce/bucket_2,test
MedGR Dataset/DatasetForAIDev/chicken in red sauce/image_22.npy,medgr,chicken in red sauce,chicken in red sauce,chicken in red sauce,1,medgr/chicken in red sauce/bucket_2,test
MedGR Dataset/DatasetForAIDev/chicken in red sauce/image_23.npy,medgr,chicken in red sauce,chicken in red sauce,chicken in red sauce,1,medgr/chicken in red sauce/bucket_2,test
MedGR Dataset/DatasetForAIDev/chicken in red sauce/image_24.npy,medgr,chicken in red sauce,chicken in red sauce,chicken in red sauce,1,medgr/chicken in red sauce/bucket_2,test
MedGR Dataset/DatasetForAIDev/chicken in red sauce/image_25.npy,medgr,chicken in red sauce,chicken in red sauce,chicken in red sauce,1,medgr/chicken in red sauce/bucket_2,test
MedGR Dataset/DatasetForAIDev/chicken in red sauce/image_26.npy,medgr,chicken in red sauce,chicken in red sauce,chicken in red sauce,1,medgr/chicken in red sauce/bucket_2,test
MedGR Dataset/DatasetForAIDev/chicken in red sauce/image_27.npy,medgr,chicken in red sauce,chicken in red sauce,chicken in red sauce,1,medgr/chicken in red sauce/bucket_2,test
MedGR Dataset/DatasetForAIDev/chicken in red sauce/image_28.npy,medgr,chicken in red sauce,chicken in red sauce,chicken in red sauce,1,medgr/chicken in red sauce/bucket_2,test
MedGR Dataset/DatasetForAIDev/chicken in red sauce/image_29.npy,medgr,chicken in red sauce,chicken in red sauce,chicken in red sauce,1,medgr/chicken in red sauce/bucket_2,test
MedGR Dataset/DatasetForAIDev/chicken in red sauce/image_30.npy,medgr,chicken in red sauce,chicken in red sauce,chicken in red sauce,1,medgr/chicken in red sauce/bucket_3,train
MedGR Dataset/DatasetForAIDev/chicken in red sauce/image_31.npy,medgr,chicken in red sauce,chicken in red sauce,chicken in red sauce,1,medgr/chicken in red sauce/bucket_3,train
MedGR Dataset/DatasetForAIDev/chicken in red sauce/image_32.npy,medgr,chicken in red sauce,chicken in red sauce,chicken in red sauce,1,medgr/chicken in red sauce/bucket_3,train
MedGR Dataset/DatasetForAIDev/chicken in red sauce/image_33.npy,medgr,chicken in red sauce,chicken in red sauce,chicken in red sauce,1,medgr/chicken in red sauce/bucket_3,train
MedGR Dataset/DatasetForAIDev/chicken in red sauce/image_34.npy,medgr,chicken in red sauce,chicken in red sauce,chicken in red sauce,1,medgr/chicken in red sauce/bucket_3,train
MedGR Dataset/DatasetForAIDev/chicken in red sauce/image_35.npy,medgr,chicken in red sauce,chicken in red sauce,chicken in red sauce,1,medgr/chicken in red sauce/bucket_3,train
MedGR Dataset/DatasetForAIDev/chicken in red sauce/image_36.npy,medgr,chicken in red sauce,chicken in red sauce,chicken in red sauce,1,medgr/chicken in red sauce/bucket_3,train
MedGR Dataset/DatasetForAIDev/chicken in red sauce/image_37.npy,medgr,chicken in red sauce,chicken in red sauce,chicken in red sauce,1,medgr/chicken in red sauce/bucket_3,train
MedGR Dataset/DatasetForAIDev/chicken in red sauce/image_38.npy,medgr,chicken in red sauce,chicken in red sauce,chicken in red sauce,1,medgr/chicken in red sauce/bucket_3,train
MedGR Dataset/DatasetForAIDev/chicken in red sauce/image_39.npy,medgr,chicken in red sauce,chicken in red sauce,chicken in red sauce,1,medgr/chicken in red sauce/bucket_3,train
MedGR Dataset/DatasetForAIDev/chicken in red sauce/image_40.npy,medgr,chicken in red sauce,chicken in red sauce,chicken in red sauce,1,medgr/chicken in red sauce/bucket_4,train
MedGR Dataset/DatasetForAIDev/chicken in red sauce/image_41.npy,medgr,chicken in red sauce,chicken in red sauce,chicken in red sauce,1,medgr/chicken in red sauce/bucket_4,train
MedGR Dataset/DatasetForAIDev/chicken in red sauce/image_42.npy,medgr,chicken in red sauce,chicken in red sauce,chicken in red sauce,1,medgr/chicken in red sauce/bucket_4,train
MedGR Dataset/DatasetForAIDev/chicken in red sauce/image_43.npy,medgr,chicken in red sauce,chicken in red sauce,chicken in red sauce,1,medgr/chicken in red sauce/bucket_4,train
MedGR Dataset/DatasetForAIDev/chicken in red sauce/image_44.npy,medgr,chicken in red sauce,chicken in red sauce,chicken in red sauce,1,medgr/chicken in red sauce/bucket_4,train
MedGR Dataset/DatasetForAIDev/chicken in red sauce/image_45.npy,medgr,chicken in red sauce,chicken in red sauce,chicken in red sauce,1,medgr/chicken in red sauce/bucket_4,train
MedGR Dataset/DatasetForAIDev/chicken in red sauce/image_46.npy,medgr,chicken in red sauce,chicken in red sauce,chicken in red sauce,1,medgr/chicken in red sauce/bucket_4,train
MedGR Dataset/DatasetForAIDev/chicken in red sauce/image_47.npy,medgr,chicken in red sauce,chicken in red sauce,chicken in red sauce,1,medgr/chicken in red sauce/bucket_4,train
MedGR Dataset/DatasetForAIDev/chicken in red sauce/image_48.npy,medgr,chicken in red sauce,chicken in red sauce,chicken in red sauce,1,medgr/chicken in red sauce/bucket_4,train
MedGR Dataset/DatasetForAIDev/chicken in red sauce/image_49.npy,medgr,chicken in red sauce,chicken in red sauce,chicken in red sauce,1,medgr/chicken in red sauce/bucket_4,train
MedGR Dataset/DatasetForAIDev/chicken in red sauce/image_50.npy,medgr,chicken in red sauce,chicken in red sauce,chicken in red sauce,1,medgr/chicken in red sauce/bucket_5,train
MedGR Dataset/DatasetForAIDev/chicken in red sauce/image_51.npy,medgr,chicken in red sauce,chicken in red sauce,chicken in red sauce,1,medgr/chicken in red sauce/bucket_5,train
MedGR Dataset/DatasetForAIDev/chicken in red sauce/image_52.npy,medgr,chicken in red sauce,chicken in red sauce,chicken in red sauce,1,medgr/chicken in red sauce/bucket_5,train
MedGR Dataset/DatasetForAIDev/chicken in red sauce/image_53.npy,medgr,chicken in red sauce,chicken in red sauce,chicken in red sauce,1,medgr/chicken in red sauce/bucket_5,train
MedGR Dataset/DatasetForAIDev/chicken in red sauce/image_54.npy,medgr,chicken in red sauce,chicken in red sauce,chicken in red sauce,1,medgr/chicken in red sauce/bucket_5,train
MedGR Dataset/DatasetForAIDev/chicken in red sauce/image_55.npy,medgr,chicken in red sauce,chicken in red sauce,chicken in red sauce,1,medgr/chicken in red sauce/bucket_5,train
MedGR Dataset/DatasetForAIDev/chicken in red sauce/image_56.npy,medgr,chicken in red sauce,chicken in red sauce,chicken in red sauce,1,medgr/chicken in red sauce/bucket_5,train
MedGR Dataset/DatasetForAIDev/chicken in red sauce/image_57.npy,medgr,chicken in red sauce,chicken in red sauce,chicken in red sauce,1,medgr/chicken in red sauce/bucket_5,train
MedGR Dataset/DatasetForAIDev/chicken in red sauce/image_58.npy,medgr,chicken in red sauce,chicken in red sauce,chicken in red sauce,1,medgr/chicken in red sauce/bucket_5,train
MedGR Dataset/DatasetForAIDev/chicken in red sauce/image_59.npy,medgr,chicken in red sauce,chicken in red sauce,chicken in red sauce,1,medgr/chicken in red sauce/bucket_5,train
MedGR Dataset/DatasetForAIDev/chicken in red sauce/image_60.npy,medgr,chicken in red sauce,chicken in red sauce,chicken in red sauce,1,medgr/chicken in red sauce/bucket_6,test
MedGR Dataset/DatasetForAIDev/chicken in red sauce/image_61.npy,medgr,chicken in red sauce,chicken in red sauce,chicken in red sauce,1,medgr/chicken in red sauce/bucket_6,test
MedGR Dataset/DatasetForAIDev/chicken in red sauce/image_62.npy,medgr,chicken in red sauce,chicken in red sauce,chicken in red sauce,1,medgr/chicken in red sauce/bucket_6,test
MedGR Dataset/DatasetForAIDev/chicken in red sauce/image_63.npy,medgr,chicken in red sauce,chicken in red sauce,chicken in red sauce,1,medgr/chicken in red sauce/bucket_6,test
MedGR Dataset/DatasetForAIDev/chicken in red sauce/image_64.npy,medgr,chicken in red sauce,chicken in red sauce,chicken in red sauce,1,medgr/chicken in red sauce/bucket_6,test
MedGR Dataset/DatasetForAIDev/chicken in red sauce/image_65.npy,medgr,chicken in red sauce,chicken in red sauce,chicken in red sauce,1,medgr/chicken in red sauce/bucket_6,test
MedGR Dataset/DatasetForAIDev/chicken in red sauce/image_66.npy,medgr,chicken in red sauce,chicken in red sauce,chicken in red sauce,1,medgr/chicken in red sauce/bucket_6,test
MedGR Dataset/DatasetForAIDev/chicken in red sauce/image_67.npy,medgr,chicken in red sauce,chicken in red sauce,chicken in red sauce,1,medgr/chicken in red sauce/bucket_6,test
MedGR Dataset/DatasetForAIDev/chicken in red sauce/image_68.npy,medgr,chicken in red sauce,chicken in red sauce,chicken in red sauce,1,medgr/chicken in red sauce/bucket_6,test
MedGR Dataset/DatasetForAIDev/chicken in red sauce/image_69.npy,medgr,chicken in red sauce,chicken in red sauce,chicken in red sauce,1,medgr/chicken in red sauce/bucket_6,test
MedGR Dataset/DatasetForAIDev/chicken in red sauce/image_70.npy,medgr,chicken in red sauce,chicken in red sauce,chicken in red sauce,1,medgr/chicken in red sauce/bucket_7,train
MedGR Dataset/DatasetForAIDev/chicken in red sauce/image_71.npy,medgr,chicken in red sauce,chicken in red sauce,chicken in red sauce,1,medgr/chicken in red sauce/bucket_7,train
MedGR Dataset/DatasetForAIDev/chicken in red sauce/image_72.npy,medgr,chicken in red sauce,chicken in red sauce,chicken in red sauce,1,medgr/chicken in red sauce/bucket_7,train
MedGR Dataset/DatasetForAIDev/chicken in red sauce/image_73.npy,medgr,chicken in red sauce,chicken in red sauce,chicken in red sauce,1,medgr/chicken in red sauce/bucket_7,train
MedGR Dataset/DatasetForAIDev/chicken in red sauce/image_74.npy,medgr,chicken in red sauce,chicken in red sauce,chicken in red sauce,1,medgr/chicken in red sauce/bucket_7,train
MedGR Dataset/DatasetForAIDev/chicken in red sauce/image_75.npy,medgr,chicken in red sauce,chicken in red sauce,chicken in red sauce,1,medgr/chicken in red sauce/bucket_7,train
MedGR Dataset/DatasetForAIDev/chicken in red sauce/image_76.npy,medgr,chicken in red sauce,chicken in red sauce,chicken in red sauce,1,medgr/chicken in red sauce/bucket_7,train
MedGR Dataset/DatasetForAIDev/chicken in red sauce/image_77.npy,medgr,chicken in red sauce,chicken in red sauce,chicken in red sauce,1,medgr/chicken in red sauce/bucket_7,train
MedGR Dataset/DatasetForAIDev/chicken in red sauce/image_78.npy,medgr,chicken in red sauce,chicken in red sauce,chicken in red sauce,1,medgr/chicken in red sauce/bucket_7,train
MedGR Dataset/DatasetForAIDev/chicken in red sauce/image_79.npy,medgr,chicken in red sauce,chicken in red sauce,chicken in red sauce,1,medgr/chicken in red sauce/bucket_7,train
MedGR Dataset/DatasetForAIDev/chicken in red sauce/image_80.npy,medgr,chicken in red sauce,chicken in red sauce,chicken in red sauce,1,medgr/chicken in red sauce/bucket_8,test
MedGR Dataset/DatasetForAIDev/chicken in red sauce/image_81.npy,medgr,chicken in red sauce,chicken in red sauce,chicken in red sauce,1,medgr/chicken in red sauce/bucket_8,test
MedGR Dataset/DatasetForAIDev/chicken in red sauce/image_82.npy,medgr,chicken in red sauce,chicken in red sauce,chicken in red sauce,1,medgr/chicken in red sauce/bucket_8,test
MedGR Dataset/DatasetForAIDev/chicken in red sauce/image_83.npy,medgr,chicken in red sauce,chicken in red sauce,chicken in red sauce,1,medgr/chicken in red sauce/bucket_8,test
MedGR Dataset/DatasetForAIDev/chicken in red sauce/image_84.npy,medgr,chicken in red sauce,chicken in red sauce,chicken in red sauce,1,medgr/chicken in red sauce/bucket_8,test
MedGR Dataset/DatasetForAIDev/chicken in red sauce/image_85.npy,medgr,chicken in red sauce,chicken in red sauce,chicken in red sauce,1,medgr/chicken in red sauce/bucket_8,test
MedGR Dataset/DatasetForAIDev/chicken in red sauce/image_86.npy,medgr,chicken in red sauce,chicken in red sauce,chicken in red sauce,1,medgr/chicken in red sauce/bucket_8,test
MedGR Dataset/DatasetForAIDev/chicken in red sauce/image_87.npy,medgr,chicken in red sauce,chicken in red sauce,chicken in red sauce,1,medgr/chicken in red sauce/bucket_8,test
MedGR Dataset/DatasetForAIDev/chicken in red sauce/image_88.npy,medgr,chicken in red sauce,chicken in red sauce,chicken in red sauce,1,medgr/chicken in red sauce/bucket_8,test
MedGR Dataset/DatasetForAIDev/chicken in red sauce/image_89.npy,medgr,chicken in red sauce,chicken in red sauce,chicken in red sauce,1,medgr/chicken in red sauce/bucket_8,test
MedGR Dataset/DatasetForAIDev/chicken in red sauce/image_90.npy,medgr,chicken in red sauce,chicken in red sauce,chicken in red sauce,1,medgr/chicken in red sauce/bucket_9,train
MedGR Dataset/DatasetForAIDev/chicken in red sauce/image_91.npy,medgr,chicken in red sauce,chicken in red sauce,chicken in red sauce,1,medgr/chicken in red sauce/bucket_9,train
MedGR Dataset/DatasetForAIDev/chicken in red sauce/image_92.npy,medgr,chicken in red sauce,chicken in red sauce,chicken in red sauce,1,medgr/chicken in red sauce/bucket_9,train
MedGR Dataset/DatasetForAIDev/chicken in red sauce/image_93.npy,medgr,chicken in red sauce,chicken in red sauce,chicken in red sauce,1,medgr/chicken in red sauce/bucket_9,train
MedGR Dataset/DatasetForAIDev/chicken in red sauce/image_94.npy,medgr,chicken in red sauce,chicken in red sauce,chicken in red sauce,1,medgr/chicken in red sauce/bucket_9,train
MedGR Dataset/DatasetForAIDev/chicken in red sauce/image_95.npy,medgr,chicken in red sauce,chicken in red sauce,chicken in red sauce,1,medgr/chicken in red sauce/bucket_9,train
MedGR Dataset/DatasetForAIDev/chicken in red sauce/image_96.npy,medgr,chicken in red sauce,chicken in red sauce,chicken in red sauce,1,medgr/chicken in red sauce/bucket_9,train
MedGR Dataset/DatasetForAIDev/chicken in red sauce/image_97.npy,medgr,chicken in red sauce,chicken in red sauce,chicken in red sauce,1,medgr/chicken in red sauce/bucket_9,train
MedGR Dataset/DatasetForAIDev/chicken in red sauce/image_98.npy,medgr,chicken in red sauce,chicken in red sauce,chicken in red sauce,1,medgr/chicken in red sauce/bucket_9,train
MedGR Dataset/DatasetForAIDev/chicken in red sauce/image_99.npy,medgr,chicken in red sauce,chicken in red sauce,chicken in red sauce,1,medgr/chicken in red sauce/bucket_9,train
MedGR Dataset/DatasetForAIDev/eggplant salad/image_0.npy,medgr,eggplant salad,eggplant salad,eggplant salad,1,medgr/eggplant salad/bucket_0,train
MedGR Dataset/DatasetForAIDev/eggplant salad/image_1.npy,medgr,eggplant salad,eggplant salad,eggplant salad,1,medgr/eggplant salad/bucket_0,train
MedGR Dataset/DatasetForAIDev/eggplant salad/image_2.npy,medgr,eggplant salad,eggplant salad,eggplant salad,1,medgr/eggplant salad/bucket_0,train
MedGR Dataset/DatasetForAIDev/eggplant salad/image_3.npy,medgr,eggplant salad,eggplant salad,eggplant salad,1,medgr/eggplant salad/bucket_0,train
MedGR Dataset/DatasetForAIDev/eggplant salad/image_4.npy,medgr,eggplant salad,eggplant salad,eggplant salad,1,medgr/eggplant salad/bucket_0,train
MedGR Dataset/DatasetForAIDev/eggplant salad/image_5.npy,medgr,eggplant salad,eggplant salad,eggplant salad,1,medgr/eggplant salad/bucket_0,train
MedGR Dataset/DatasetForAIDev/eggplant salad/image_6.npy,medgr,eggplant salad,eggplant salad,eggplant salad,1,medgr/eggplant salad/bucket_0,train
MedGR Dataset/DatasetForAIDev/eggplant salad/image_7.npy,medgr,eggplant salad,eggplant salad,eggplant salad,1,medgr/eggplant salad/bucket_0,train
MedGR Dataset/DatasetForAIDev/eggplant salad/image_8.npy,medgr,eggplant salad,eggplant salad,eggplant salad,1,medgr/eggplant salad/bucket_0,train
MedGR Dataset/DatasetForAIDev/eggplant salad/image_9.npy,medgr,eggplant salad,eggplant salad,eggplant salad,1,medgr/eggplant salad/bucket_0,train
MedGR Dataset/DatasetForAIDev/eggplant salad/image_20.npy,medgr,eggplant salad,eggplant salad,eggplant salad,1,medgr/eggplant salad/bucket_2,train
MedGR Dataset/DatasetForAIDev/eggplant salad/image_21.npy,medgr,eggplant salad,eggplant salad,eggplant salad,1,medgr/eggplant salad/bucket_2,train
MedGR Dataset/DatasetForAIDev/eggplant salad/image_22.npy,medgr,eggplant salad,eggplant salad,eggplant salad,1,medgr/eggplant salad/bucket_2,train
MedGR Dataset/DatasetForAIDev/eggplant salad/image_23.npy,medgr,eggplant salad,eggplant salad,eggplant salad,1,medgr/eggplant salad/bucket_2,train
MedGR Dataset/DatasetForAIDev/eggplant salad/image_24.npy,medgr,eggplant salad,eggplant salad,eggplant salad,1,medgr/eggplant salad/bucket_2,train
MedGR Dataset/DatasetForAIDev/eggplant salad/image_25.npy,medgr,eggplant salad,eggplant salad,eggplant salad,1,medgr/eggplant salad/bucket_2,train
MedGR Dataset/DatasetForAIDev/eggplant salad/image_26.npy,medgr,eggplant salad,eggplant salad,eggplant salad,1,medgr/eggplant salad/bucket_2,train
MedGR Dataset/DatasetForAIDev/eggplant salad/image_27.npy,medgr,eggplant salad,eggplant salad,eggplant salad,1,medgr/eggplant salad/bucket_2,train
MedGR Dataset/DatasetForAIDev/eggplant salad/image_28.npy,medgr,eggplant salad,eggplant salad,eggplant salad,1,medgr/eggplant salad/bucket_2,train
MedGR Dataset/DatasetForAIDev/eggplant salad/image_29.npy,medgr,eggplant salad,eggplant salad,eggplant salad,1,medgr/eggplant salad/bucket_2,train
MedGR Dataset/DatasetForAIDev/eggplant salad/image_30.npy,medgr,eggplant salad,eggplant salad,eggplant salad,1,medgr/eggplant salad/bucket_3,test
MedGR Dataset/DatasetForAIDev/eggplant salad/image_31.npy,medgr,eggplant salad,eggplant salad,eggplant salad,1,medgr/eggplant salad/bucket_3,test
MedGR Dataset/DatasetForAIDev/eggplant salad/image_32.npy,medgr,eggplant salad,eggplant salad,eggplant salad,1,medgr/eggplant salad/bucket_3,test
MedGR Dataset/DatasetForAIDev/eggplant salad/image_33.npy,medgr,eggplant salad,eggplant salad,eggplant salad,1,medgr/eggplant salad/bucket_3,test
MedGR Dataset/DatasetForAIDev/eggplant salad/image_34.npy,medgr,eggplant salad,eggplant salad,eggplant salad,1,medgr/eggplant salad/bucket_3,test
MedGR Dataset/DatasetForAIDev/eggplant salad/image_35.npy,medgr,eggplant salad,eggplant salad,eggplant salad,1,medgr/eggplant salad/bucket_3,test
MedGR Dataset/DatasetForAIDev/eggplant salad/image_36.npy,medgr,eggplant salad,eggplant salad,eggplant salad,1,medgr/eggplant salad/bucket_3,test
MedGR Dataset/DatasetForAIDev/eggplant salad/image_37.npy,medgr,eggplant salad,eggplant salad,eggplant salad,1,medgr/eggplant salad/bucket_3,test
MedGR Dataset/DatasetForAIDev/eggplant salad/image_38.npy,medgr,eggplant salad,eggplant salad,eggplant salad,1,medgr/eggplant salad/bucket_3,test
MedGR Dataset/DatasetForAIDev/eggplant salad/image_39.npy,medgr,eggplant salad,eggplant salad,eggplant salad,1,medgr/eggplant salad/bucket_3,test
MedGR Dataset/DatasetForAIDev/eggplant salad/image_40.npy,medgr,eggplant salad,eggplant salad,eggplant salad,1,medgr/eggplant salad/bucket_4,train
MedGR Dataset/DatasetForAIDev/eggplant salad/image_41.npy,medgr,eggplant salad,eggplant salad,eggplant salad,1,medgr/eggplant salad/bucket_4,train
MedGR Dataset/DatasetForAIDev/eggplant salad/image_42.npy,medgr,eggplant salad,eggplant salad,eggplant salad,1,medgr/eggplant salad/bucket_4,train
MedGR Dataset/DatasetForAIDev/eggplant salad/image_43.npy,medgr,eggplant salad,eggplant salad,eggplant salad,1,medgr/eggplant salad/bucket_4,train
MedGR Dataset/DatasetForAIDev/eggplant salad/image_44.npy,medgr,eggplant salad,eggplant salad,eggplant salad,1,medgr/eggplant salad/bucket_4,train
MedGR Dataset/DatasetForAIDev/eggplant salad/image_45.npy,medgr,eggplant salad,eggplant salad,eggplant salad,1,medgr/eggplant salad/bucket_4,train
MedGR Dataset/DatasetForAIDev/eggplant salad/image_46.npy,medgr,eggplant salad,eggplant salad,eggplant salad,1,medgr/eggplant salad/bucket_4,train
MedGR Dataset/DatasetForAIDev/eggplant salad/image_47.npy,medgr,eggplant salad,eggplant salad,eggplant salad,1,medgr/eggplant salad/bucket_4,train
MedGR Dataset/DatasetForAIDev/eggplant salad/image_48.npy,medgr,eggplant salad,eggplant salad,eggplant salad,1,medgr/eggplant salad/bucket_4,train
MedGR Dataset/DatasetForAIDev/eggplant salad/image_49.npy,medgr,eggplant salad,eggplant salad,eggplant salad,1,medgr/eggplant salad/bucket_4,train
MedGR Dataset/DatasetForAIDev/eggplant salad/image_50.npy,medgr,eggplant salad,eggplant salad,eggplant salad,1,medgr/eggplant salad/bucket_5,val
MedGR Dataset/DatasetForAIDev/eggplant salad/image_51.npy,medgr,eggplant salad,eggplant salad,eggplant salad,1,medgr/eggplant salad/bucket_5,val
MedGR Dataset/DatasetForAIDev/eggplant salad/image_52.npy,medgr,eggplant salad,eggplant salad,eggplant salad,1,medgr/eggplant salad/bucket_5,val
MedGR Dataset/DatasetForAIDev/eggplant salad/image_53.npy,medgr,eggplant salad,eggplant salad,eggplant salad,1,medgr/eggplant salad/bucket_5,val
MedGR Dataset/DatasetForAIDev/eggplant salad/image_54.npy,medgr,eggplant salad,eggplant salad,eggplant salad,1,medgr/eggplant salad/bucket_5,val
MedGR Dataset/DatasetForAIDev/eggplant salad/image_55.npy,medgr,eggplant salad,eggplant salad,eggplant salad,1,medgr/eggplant salad/bucket_5,val
MedGR Dataset/DatasetForAIDev/eggplant salad/image_56.npy,medgr,eggplant salad,eggplant salad,eggplant salad,1,medgr/eggplant salad/bucket_5,val
MedGR Dataset/DatasetForAIDev/eggplant salad/image_57.npy,medgr,eggplant salad,eggplant salad,eggplant salad,1,medgr/eggplant salad/bucket_5,val
MedGR Dataset/DatasetForAIDev/eggplant salad/image_58.npy,medgr,eggplant salad,eggplant salad,eggplant salad,1,medgr/eggplant salad/bucket_5,val
MedGR Dataset/DatasetForAIDev/eggplant salad/image_59.npy,medgr,eggplant salad,eggplant salad,eggplant salad,1,medgr/eggplant salad/bucket_5,val
MedGR Dataset/DatasetForAIDev/eggplant salad/image_60.npy,medgr,eggplant salad,eggplant salad,eggplant salad,1,medgr/eggplant salad/bucket_6,train
MedGR Dataset/DatasetForAIDev/eggplant salad/image_61.npy,medgr,eggplant salad,eggplant salad,eggplant salad,1,medgr/eggplant salad/bucket_6,train
MedGR Dataset/DatasetForAIDev/eggplant salad/image_62.npy,medgr,eggplant salad,eggplant salad,eggplant salad,1,medgr/eggplant salad/bucket_6,train
MedGR Dataset/DatasetForAIDev/eggplant salad/image_63.npy,medgr,eggplant salad,eggplant salad,eggplant salad,1,medgr/eggplant salad/bucket_6,train
MedGR Dataset/DatasetForAIDev/eggplant salad/image_64.npy,medgr,eggplant salad,eggplant salad,eggplant salad,1,medgr/eggplant salad/bucket_6,train
MedGR Dataset/DatasetForAIDev/eggplant salad/image_65.npy,medgr,eggplant salad,eggplant salad,eggplant salad,1,medgr/eggplant salad/bucket_6,train
MedGR Dataset/DatasetForAIDev/eggplant salad/image_66.npy,medgr,eggplant salad,eggplant salad,eggplant salad,1,medgr/eggplant salad/bucket_6,train
MedGR Dataset/DatasetForAIDev/eggplant salad/image_67.npy,medgr,eggplant salad,eggplant salad,eggplant salad,1,medgr/eggplant salad/bucket_6,train
MedGR Dataset/DatasetForAIDev/eggplant salad/image_68.npy,medgr,eggplant salad,eggplant salad,eggplant salad,1,medgr/eggplant salad/bucket_6,train
MedGR Dataset/DatasetForAIDev/eggplant salad/image_69.npy,medgr,eggplant salad,eggplant salad,eggplant salad,1,medgr/eggplant salad/bucket_6,train
MedGR Dataset/DatasetForAIDev/eggplant salad/image_70.npy,medgr,eggplant salad,eggplant salad,eggplant salad,1,medgr/eggplant salad/bucket_7,train
MedGR Dataset/DatasetForAIDev/eggplant salad/image_71.npy,medgr,eggplant salad,eggplant salad,eggplant salad,1,medgr/eggplant salad/bucket_7,train
MedGR Dataset/DatasetForAIDev/eggplant salad/image_72.npy,medgr,eggplant salad,eggplant salad,eggplant salad,1,medgr/eggplant salad/bucket_7,train
MedGR Dataset/DatasetForAIDev/eggplant salad/image_73.npy,medgr,eggplant salad,eggplant salad,eggplant salad,1,medgr/eggplant salad/bucket_7,train
MedGR Dataset/DatasetForAIDev/eggplant salad/image_74.npy,medgr,eggplant salad,eggplant salad,eggplant salad,1,medgr/eggplant salad/bucket_7,train
MedGR Dataset/DatasetForAIDev/eggplant salad/image_75.npy,medgr,eggplant salad,eggplant salad,eggplant salad,1,medgr/eggplant salad/bucket_7,train
MedGR Dataset/DatasetForAIDev/eggplant salad/image_76.npy,medgr,eggplant salad,eggplant salad,eggplant salad,1,medgr/eggplant salad/bucket_7,train
MedGR Dataset/DatasetForAIDev/eggplant salad/image_77.npy,medgr,eggplant salad,eggplant salad,eggplant salad,1,medgr/eggplant salad/bucket_7,train
MedGR Dataset/DatasetForAIDev/eggplant salad/image_78.npy,medgr,eggplant salad,eggplant salad,eggplant salad,1,medgr/eggplant salad/bucket_7,train
MedGR Dataset/DatasetForAIDev/eggplant salad/image_79.npy,medgr,eggplant salad,eggplant salad,eggplant salad,1,medgr/eggplant salad/bucket_7,train
MedGR Dataset/DatasetForAIDev/eggplant salad/image_80.npy,medgr,eggplant salad,eggplant salad,eggplant salad,1,medgr/eggplant salad/bucket_8,test
MedGR Dataset/DatasetForAIDev/eggplant salad/image_81.npy,medgr,eggplant salad,eggplant salad,eggplant salad,1,medgr/eggplant salad/bucket_8,test
MedGR Dataset/DatasetForAIDev/eggplant salad/image_82.npy,medgr,eggplant salad,eggplant salad,eggplant salad,1,medgr/eggplant salad/bucket_8,test
MedGR Dataset/DatasetForAIDev/eggplant salad/image_83.npy,medgr,eggplant salad,eggplant salad,eggplant salad,1,medgr/eggplant salad/bucket_8,test
